phase	repo	status	sha	pr	branch	restored	note	refs
recon	quaestor-ledger/quaestor-ledger-e2e	MERGED	c517e060		agent-sync/20260823/local-main			
recon	quaestor-ledger/quaestor-ledger-mcp-server.rs	MERGED	eabe78d2		agent-sync/20260823/local-main			
recon	quaestor-ledger/quaestor-ledger-server.rs	MERGED	0aca2d8f		agent-sync/20260823/local-main			
recon	quaestor-ledger/quaestor-web-server.rs	MERGED	d7b9d537		agent-sync/20260823/local-main			
recon	scintilla-run/gleam-lambda-runner	FAST-FORWARDED	75c44bd1		agent-sync/20260823/local-main			
recon	scintilla-run/scintilla-app-rs	PAUSED-BASE-MISMATCH						
recon	scintilla-run/scintilla-backend.rs	PAUSED-BASE-MISMATCH						
recon	scintilla-run/scintilla-mcp-server.rs	PAUSED-BASE-MISMATCH						
recon	scintilla-run/scintilla-run-e2e	PAUSED-BASE-MISMATCH						
recon	scintilla-run/scintilla-run-infra	PAUSED-BASE-MISMATCH						
recon	scintilla-run/scintilla-sync	MERGED	32995c74		agent-sync/20260823/local-main			
recon	scintilla-run/scintilla-ui.dart	PAUSED-BASE-MISMATCH						
recon	shared-auth/shared-auth-nats-bridge.rs	FAST-FORWARDED	347d50a5		agent-sync/20260823/local-main			
recon	shared-auth/shared-auth-sync	PAUSED-BASE-MISMATCH						
recon	zed-pkg/zed-api-server.rs	FAST-FORWARDED	76b5d8a4		agent-sync/20260823/local-main			
recon	zed-pkg/zed-e2e	FAST-FORWARDED	1255eb4a		agent-sync/20260823/local-main			
recon	zed-pkg/zed-infra	FAST-FORWARDED	ace8b28d		agent-sync/20260823/local-main			
recon	zed-pkg/zed-web-server.rs	FAST-FORWARDED	81e54f1c		agent-sync/20260823/local-main			
recon-3way	StreemPilot/sp-infra	FIXED	e22b236d			.github/workflows/source-policy-lint.yml		
recon-3way	apostille-me/apme-cli	MERGED-3WAY	51510ffe			.github/workflows/source-policy-lint.yml		
recon-3way	apostille-me/apme-sync	MERGED-3WAY	99bd8b65			.github/workflows/source-policy-lint.yml		
recon-3way	cliptown/cliptown-cli	MERGED-3WAY	09004c33			Cargo.lock		
recon-3way	drone-mngr/drone-mngr-web-server.rs	MERGED-3WAY	78cbfa19			.github/workflows/source-policy-lint.yml		
recon-3way	drone-mngr/laser-ptr-ctrl-infra	MERGED-3WAY	2aee3f55			.github/workflows/source-policy-lint.yml		
recon-3way	drone-mngr/laser-ptr-ctrl-mcp-server.rs	MERGED-3WAY	18ee1ac4			.github/workflows/source-policy-lint.yml		
recon-3way	drone-mngr/laser-ptr-ctrl-web-server.rs	MERGED-3WAY	1b5fa06c			.github/workflows/source-policy-lint.yml		
recon-3way	embedded-alerts/eal-api	MERGED-3WAY	ca3e055b			.github/workflows/source-policy-lint.yml		
recon-3way	embedded-alerts/eal-cli	MERGED-3WAY	74f6395f			.github/workflows/source-policy-lint.yml		
recon-3way	embedded-alerts/eal-sync	MERGED-3WAY	12002d08			.github/workflows/source-policy-lint.yml		
recon-3way	evento-globolo/evgl-api	MERGED-3WAY	b9397332					
recon-3way	evento-globolo/evgl-cli	MERGED-3WAY	203a9b79			.github/workflows/source-policy-lint.yml		
recon-3way	evento-globolo/evgl-dioxus-web	MERGED-3WAY	960c985a					
recon-3way	evento-globolo/evgl-leptos-web	MERGED-3WAY	399f7eba					
recon-3way	evento-globolo/evgl-mash-web	MERGED-3WAY	15cb5bd9			.github/workflows/source-policy-lint.yml		
recon-3way	StreemPilot/sp-web-mash	FIXED	b02bc0e9			.github/workflows/source-policy-lint.yml		
recon-3way	file-tunnel/ftnl-web-server.rs	MERGED-3WAY	3499f00c			.github/workflows/source-policy-lint.yml		
recon-3way	hacker-house-medellin/hhm-cli	MERGED-3WAY	34a188a7			.github/workflows/source-policy-lint.yml		
recon-3way	hacker-house-medellin/hhm-mash-web	MERGED-3WAY	d6f1ca79			.github/workflows/source-policy-lint.yml		
recon-3way	hypesiege/hypesiege-cli.rs	MERGED-3WAY	2703ed30			.github/workflows/source-policy-lint.yml		
recon-3way	hypesiege/hypesiege-mcp-server.rs	MERGED-3WAY	3b133819			.github/workflows/source-policy-lint.yml		
recon-3way	hypesiege/hypesiege-monorepo	MERGED-3WAY	e316ef5d			.github/workflows/source-policy-lint.yml		
recon-3way	messaging-intel/msgint-api-server.rs	MERGED-3WAY	e6adb5e0			.github/workflows/source-policy-lint.yml docs/self-report-browser-origin-cookie-boundary.md src/self_report_http.rs tests/self_report_http_contract.rs		
recon-3way	messaging-intel/msgint-chrome-extension-app	NEEDS-MANUAL-MERGE					clash: Dockerfile,README.md	
recon-3way	scintilla-run/scintilla-app-rs	ERROR					/git/trees -> 422 { "message": "tree.sha 2946224fb3a1bd84c0e39146b24f5f1ca8d69862 is not a valid blob", "documentation_u	
recon-3way	scintilla-run/scintilla-backend.rs	ERROR					/git/trees -> 422 { "message": "tree.sha 2946224fb3a1bd84c0e39146b24f5f1ca8d69862 is not a valid blob", "documentation_u	
recon-3way	scintilla-run/scintilla-mcp-server.rs	ERROR					/git/trees -> 422 { "message": "tree.sha 2946224fb3a1bd84c0e39146b24f5f1ca8d69862 is not a valid blob", "documentation_u	
recon-3way	scintilla-run/scintilla-run-e2e	NEEDS-MANUAL-MERGE					clash: Dockerfile	
recon-3way	scintilla-run/scintilla-run-infra	MERGED-3WAY	f9cbe29c			tools/flags-2-env		
recon-3way	scintilla-run/scintilla-ui.dart	MERGED-3WAY	84000c92			.github/workflows/source-policy-lint.yml tools/flags-2-env		
recon-3way	shared-auth/shared-auth-sync	MERGED-3WAY	bf577d74					
recon-3way	oresoftware/3FA-desktop.rs	FAST-FORWARDED	4c57d720		agent-sync/20260823/local-main			
recon-3way	oresoftware/3fa-backend.rs	FAST-FORWARDED	bb470b4e		agent-sync/20260823/local-main			
recon-3way	ORESoftware/3fa-client-ui.dart	FAST-FORWARDED	d6ed6975		agent-sync/20260823/local-main			
recon-3way	scintilla-run/scintilla-app-rs	MERGED-3WAY	71916259			tools/flags-2-env		
recon-3way	scintilla-run/scintilla-backend.rs	MERGED-3WAY	98284847			docs/function-configuration.md src/event_sources.rs tools/flags-2-env		
recon-3way	scintilla-run/scintilla-mcp-server.rs	MERGED-3WAY	acb0f425			tools/flags-2-env		
recon-manual	messaging-intel/msgint-chrome-extension-app	MERGED-MANUAL	d7395a98			.github/workflows/ci.yml automation/config.mjs automation/floating-controls-smoke.mjs automation/public-site-panel-smoke.mjs automation/run-once.mjs dist/background.js dist/content.js dist/popup.js dist/sidepanel.js docs/reviewed-follow-up.md manifest.json package-lock.json package.json popup.html sidepanel.css sidepanel.html src/background.ts src/chrome-follow-up-adapter.ts src/chrome-follow-up-page-list.ts src/chrome-follow-up-page-thread.ts src/content.ts src/floating-controls.ts src/follow-up-api-parsers.ts src/follow-up-api-types.ts src/follow-up-api.ts src/follow-up-bridge.ts src/follow-up-panel.ts src/follow-up-sidepanel-execution.ts src/follow-up.ts src/follow_up_execution_v2.ts src/follow_up_executor.ts src/platforms.ts src/popup.ts src/provider-selector-common.ts src/provider-selector-packs.ts src/provider-selector-types.ts src/provider-selectors-colombiancupid.ts src/provider-selectors-instagram.ts src/provider-selectors-whatsapp.ts src/sidepanel.ts src/site-actions.ts test/background-message-boundary.test.mjs test/chrome-follow-up-adapter-contract.repo.test.mjs test/dating-platform-config.test.mjs test/dating-platforms.test.mjs test/floating-controls-source.test.mjs test/follow-up-api-client.repo.test.mjs test/follow-up-bridge.test.mjs test/follow-up-execution-v2.test.mjs test/follow-up-executor.test.mjs test/follow-up-review-ui.test.mjs test/follow-up-source-contract.test.mjs test/follow-up.test.mjs test/lifecycle-source-contract.test.mjs test/platform-registry.test.mjs test/provider-selector-packs.repo.test.mjs test/site-actions.test.mjs tool/audit-release.mjs		
recon-manual	scintilla-run/scintilla-run-e2e	STILL-CLASHES						
recon-manual	scintilla-run/scintilla-run-e2e	MERGED-3WAY+MANUAL	ccf3ec2c			.github/workflows/function-configuration-parity.yml .github/workflows/opto-sync-wrapper-e2e.yml .github/workflows/source-policy-lint.yml scripts/lint.mjs tests/conformance/manifest-rules.test.mjs tests/monorepo/submodule.test.mjs		
branches	StreemPilot/streempilot-clients	OK						{"wip-snap-20260823/main":"created"}
branches	apostille-me/apme-clients	COMMIT-MISMATCH						{}
branches	canonical-cloud/canonical.cloud	OK						{"wip-snap-20260823/sync-legacy-mcp-pin-20260822":"created"}
branches	dancing-dragons/.github	COMMIT-MISMATCH						{}
branches	embedded-alerts/eal-clients	COMMIT-MISMATCH						{}
branches	evento-globolo/evgl-clients	COMMIT-MISMATCH						{}
branches	fiducia-cloud-test/kotlin-client-consumer	COMMIT-MISMATCH						{}
branches	fiducia-cloud/fiducia-customer-ui.web	ERROR					/git/blobs -> 404 { "message": "Not Found", "documentation_url": "https://docs.github.com/rest/git/blobs#create-a-blob",	{}
branches	hacker-house-medellin/hhm-clients	COMMIT-MISMATCH						{}
branches	hypesiege/hypesiege-clients	OK						{"wip-snap-20260823/main":"created"}
branches	led-dynamo/leddy-clients	COMMIT-MISMATCH						{}
branches	messaging-intel/msgint-monorepo	COMMIT-MISMATCH						{}
branches	netjet-chrome-extension/netjet-mono	OK						{"wip-snap-20260823/main":"created"}
branches	ORESoftware/ai-agent-bridge.rs	OK						{"wip-snap-20260823/feat-den-1041-slack-run-modal-browser-coverage":"created"}
branches	ORESoftware/next-loggers.ts	COMMIT-MISMATCH						{}
branches	quaestor-ledger/quaestor-monorepo	OK						{"wip-snap-20260823/main":"created"}
branches	scintilla-run/.github	COMMIT-MISMATCH						{}
branches	shared-auth/shared-auth-clients	COMMIT-MISMATCH						{}
branches	sonus-auris/sonus-auris-mcp-server.rs	OK						{"wip-snap-20260823/main":"created"}
branches	sonus-auris/sonus-auris-monorepo	OK						{"wip-snap-20260823/main":"created"}
branches	sonus-auris/sonus-auris-site.web	OK						{"wip-snap-20260823/recovered-case-align-agent-policy-20260822":"created"}
branches	sonus-auris/sonus-auris.infra	OK						{"wip-snap-20260823/recovered-case-align-agent-policy-20260822":"created"}
branches	sumanjs/sce-examples	OK						{"wip-snap-20260823/main":"created"}
branches	the1mills/the1mills.github.io	ERROR					/git/blobs -> 404 { "message": "Not Found", "documentation_url": "https://docs.github.com/rest/git/blobs#create-a-blob",	{}
branches	unreal-unity-poc/wasm	OK						{"wip-snap-20260823/main":"created"}
branches	usa-acc/usa-acc-mcp-server.rs	COMMIT-MISMATCH						{}
branches	voxletra/vxl-clients	OK						{"wip-snap-20260823/main":"created"}
branches	zed-pkg/zed-cli	OK						{"feat/local-project-registry":"created"}
branches	zed-pkg/zed-lib-core	OK						{"wip-snap-20260823/main":"created"}
branches	opto-sync/opto-sync-clients	COMMIT-MISMATCH						{}
branches	ORESoftware/soccer-sim-game-engine.rs	COMMIT-MISMATCH						{}
branches	opto-sync/opto-sync-clients	COMMIT-MISMATCH						{}
branches	apostille-me/apme-clients	OK						{"main":"diverged, clash on .gitignore — pushed as agent-sync/20260823/main","wip-snap-20260823/main":"created"}
branches	dancing-dragons/.github	OK						{"main":"diverged, clash on .gitignore — pushed as agent-sync/20260823/main"}
branches	embedded-alerts/eal-clients	OK						{"main":"diverged, clash on .gitignore — pushed as agent-sync/20260823/main","wip-snap-20260823/main":"created"}
branches	evento-globolo/evgl-clients	OK						{"main":"diverged, clash on .gitignore — pushed as agent-sync/20260823/main","wip-snap-20260823/main":"created"}
branches	fiducia-cloud-test/kotlin-client-consumer	OK						{"main":"diverged, clash on .gitignore — pushed as agent-sync/20260823/main","wip-snap-20260823/main":"created"}
branches	fiducia-cloud/fiducia-customer-ui.web	ERROR					/git/blobs -> 404 { "message": "Not Found", "documentation_url": "https://docs.github.com/rest/git/blobs#create-a-blob",	{}
branches	hacker-house-medellin/hhm-clients	OK						{"main":"diverged, clash on .gitignore — pushed as agent-sync/20260823/main","wip-snap-20260823/main":"created"}
branches	led-dynamo/leddy-clients	OK						{"main":"diverged, clash on .gitignore — pushed as agent-sync/20260823/main","wip-snap-20260823/main":"created"}
branches	messaging-intel/msgint-monorepo	OK						{"main":"diverged, clash on .gitignore — pushed as agent-sync/20260823/main"}
branches	ORESoftware/next-loggers.ts	OK						{"main":"diverged, clash on .cli-flags.toml,README.md,docs/otel.md,sdk/dart/README.md,sdk/dart/lib/next_loggers.dart,sdk/dart/test/conformance.dart,sdk/elixir/README.md,sdk/elixir/lib/next_loggers.ex,sdk/erlang/README.md,sdk/erlang/src/next_loggers.erl,sdk/erlang/test/next_loggers_tests.erl,sdk/gleam/README.md,sdk/gleam/src/oresoftware_next_loggers.gleam,sdk/gleam/test/oresoftware_next_loggers_test.gleam,sdk/go/README.md,sdk/go/logger.go,sdk/go/logger_test.go,sdk/java/README.md,sdk/java/src/main/java/cloud/oresoftware/nextloggers/NextLoggers.java,sdk/java/src/test/java/cloud/oresoftware/nextloggers/NextLoggersTest.java,sdk/python/README.md,sdk/python/pyproject.toml,sdk/python/src/next_loggers/__init__.py,sdk/python/tests/test_conformance.py,sdk/ruby/README.md,sdk/ruby/lib/oresoftware/next_loggers.rb,sdk/ruby/test/next_loggers_test.rb,sdk/rust/README.md,sdk/rust/src/lib.rs,sdk/rust/tests/conformance.rs,sdk/wasm/README.md,sdk/wasm/src/lib.rs,src/base-logger.ts,src/otel.ts,tests/event-api.test.mjs,tests/otel.test.mjs — pushed as agent-sync/20260823/main","wip-snap-20260823/main":"created"}
branches	scintilla-run/.github	OK						{"main":"diverged, clash on .github/PULL_REQUEST_TEMPLATE.md,.github/pull_request_template.md,.gitignore,AGENTS.md,agents.md,docs/DESKTOP_APPLICATIONS.md — pushed as agent-sync/20260823/main","wip-snap-20260823/main":"created"}
branches	shared-auth/shared-auth-clients	OK						{"main":"diverged, clash on .gitignore — pushed as agent-sync/20260823/main","wip-snap-20260823/main":"created"}
branches	the1mills/the1mills.github.io	ERROR					/git/blobs -> 404 { "message": "Not Found", "documentation_url": "https://docs.github.com/rest/git/blobs#create-a-blob",	{}
branches	ORESoftware/soccer-sim-game-engine.rs	OK						{"learning":"fast-forwarded"}
branches	opto-sync/opto-sync-clients	OK						{"agent-sync/20260823/wip-snapshot-20260807/main":"created","agent-sync/20260823/wip-snapshot-20260807/wip-snap-20260823-main":"created"}
gitignore-merge	apostille-me/apme-clients	MERGED-GITIGNORE	259b29a3					
gitignore-merge	dancing-dragons/.github	MERGED-GITIGNORE	f25d40c5					
gitignore-merge	embedded-alerts/eal-clients	MERGED-GITIGNORE	0b9ac951					
gitignore-merge	evento-globolo/evgl-clients	MERGED-GITIGNORE	f46cba0d					
gitignore-merge	fiducia-cloud-test/kotlin-client-consumer	MERGED-GITIGNORE	d256dc08					
gitignore-merge	hacker-house-medellin/hhm-clients	MERGED-GITIGNORE	d27f0055					
gitignore-merge	led-dynamo/leddy-clients	MERGED-GITIGNORE	fd238209					
gitignore-merge	messaging-intel/msgint-monorepo	MERGED-GITIGNORE	4ae3edd8					
gitignore-merge	shared-auth/shared-auth-clients	MERGED-GITIGNORE	7aab653a					
